"quote";"author";"context";"source";"date"
"A likely impossibility is always preferable to an unconvincing possibility.";"Aristotle";NA;"platitudes.dat (fortunes)";NA
"A little experience often upsets a lot of theory.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A little inaccuracy saves a world of explanation.";"C. E. Ayres";NA;"platitudes.dat (fortunes)";NA
"A little inaccuracy sometimes saves tons of explanation.";"H. H. Munro, \"Saki\"";NA;"platitudes.dat (fortunes)";NA
"A lost ounce of gold may be found, a lost moment of time never.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A man gazing at the stars is proverbially at the mercy of the puddles
in the road.";"Alexander Smith";NA;"platitudes.dat (fortunes)";NA
"A man who carries a cat by its tail learns something he can learn
in no other way.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A man with one watch knows what time it is.
A man with two watches is never quite sure.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A man's best friend is his dogma.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A man's house is his castle.";"Sir Edward Coke";NA;"platitudes.dat (fortunes)";NA
"A man's house is his hassle.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A mind is a wonderful thing to waste.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A mushroom cloud has no silver lining.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A penny saved has not been spent.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A penny saved is ridiculous.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A pipe gives a wise man time to think and a fool something to stick in his
mouth.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A place for everything and everything in its place.";"Isabella Mary Beeton, \"The Book of Household Management\"

	[Quoted in \"VMS Internals and Data Structures\", V4.4, when
	 referring to memory management system services.]";NA;"platitudes.dat (fortunes)";NA
"A platitude is simply a truth repeated till people get tired of hearing it.";"Stanley Baldwin";NA;"platitudes.dat (fortunes)";NA
"A plethora of individuals with expertise in culinary techniques contaminate
the potable concoction produced by steeping certain edible nutriments.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A plucked goose doesn't lay golden eggs.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A pound of salt will not sweeten a single cup of tea.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"\"A radioactive cat has eighteen half-lives.\"";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A rolling stone gathers momentum.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A rolling stone gathers no moss.";"Publilius Syrus";NA;"platitudes.dat (fortunes)";NA
"A shortcut is the longest distance between two points.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A sinking ship gathers no moss.";"Donald Kaul";NA;"platitudes.dat (fortunes)";NA
"A Smith & Wesson beats four aces.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A snake lurks in the grass.";"Publius Vergilius Maro (Virgil)";NA;"platitudes.dat (fortunes)";NA
"A soft answer turneth away wrath; but grievous words stir up anger.";"Proverbs 15:1";NA;"platitudes.dat (fortunes)";NA
"A soft drink turneth away company.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A song in time is worth a dime.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A stitch in time saves nine.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A violent man will die a violent death.";"Lao Tsu";NA;"platitudes.dat (fortunes)";NA
"A watched clock never boils.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A wise man can see more from a mountain top than a fool can from the bottom
of a well.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A wise man can see more from the bottom of a well than a fool can from a
mountain top.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A wise person makes his own decisions, a weak one obeys public opinion.";"Chinese proverb";NA;"platitudes.dat (fortunes)";NA
"A witty saying proves nothing, but saying something pointless gets
people's attention.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"A witty saying proves nothing.";"Voltaire";NA;"platitudes.dat (fortunes)";NA
"A word to the wise is enough.";"Miguel de Cervantes";NA;"platitudes.dat (fortunes)";NA
"Above all else -- sky.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Above all things, reverence yourself.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Absence makes the heart forget.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Absence makes the heart go wander.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Absence makes the heart grow fonder -- of somebody else.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Absence makes the heart grow fonder.";"Sextus Aurelius";NA;"platitudes.dat (fortunes)";NA
"Absence makes the heart grow frantic.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Absolutum obsoletum.  (If it works, it's out of date.)";"Stafford Beer";NA;"platitudes.dat (fortunes)";NA
"Ad astra per aspera.
	[To the stars by aspiration.]";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Adde parvum parvo manus acervus erit.
	[Add little to little and there will be a big pile.]";"Ovid";NA;"platitudes.dat (fortunes)";NA
"Advice from an old carpenter: measure twice, saw once.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"After the game the king and the pawn go in the same box.";"Italian proverb";NA;"platitudes.dat (fortunes)";NA
"Age and treachery will always overcome youth and skill.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Age before beauty; and pearls before swine.";"Dorothy Parker";NA;"platitudes.dat (fortunes)";NA
"Aim for the moon.  If you miss, you may hit a star.";"W. Clement Stone";NA;"platitudes.dat (fortunes)";NA
"Ain't no right way to do a wrong thing.";"The Mad Dogtender";NA;"platitudes.dat (fortunes)";NA
"Alas, I am dying beyond my means.";"Oscar Wilde [as he sipped champagne on his deathbed]";NA;"platitudes.dat (fortunes)";NA
"Alimony is the high cost of leaving.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"All a man needs out of life is a place to sit 'n' spit in the fire.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"All articles that coruscate with resplendence are not truly auriferous.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"-- All articles that coruscate with resplendence are not truly auriferous.
-- When there are visible vapors having the prevenience in ignited
	carbonaceous materials, there is conflagration.
-- Sorting on the part of mendicants must be interdicted.
-- A plethora of individuals wither expertise in culinary techniques vitiated
	the potable concoction produced by steeping certain coupestibles.
-- Eleemosynary deeds have their initial incidence intramurally.
-- Male cadavers are incapable of yielding testimony.
-- Individuals who make their abode in vitreous edifices would be well
	advised to refrain from catapulting projectiles.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"All I kin say is when you finds yo'self wanderin' in a peach orchard,
ya don't go lookin' for rutabagas.";"Kingfish";NA;"platitudes.dat (fortunes)";NA
"All is fear in love and war.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"All is well that ends well.";"John Heywood";NA;"platitudes.dat (fortunes)";NA
"All that glitters has a high refractive index.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"All that glitters is not gold; all that wander are not lost.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"All things are possible, except for skiing through a revolving door.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"All things being equal, you are bound to lose.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"All true wisdom is found on T-shirts.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"All's well that ends.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"An aphorism is never exactly true; it is either a half-truth or
one-and-a-half truths.";"Karl Kraus";NA;"platitudes.dat (fortunes)";NA
"An apple a day makes 365 apples a year.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"An apple every eight hours will keep three doctors away.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"An idle mind is worth two in the bush.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"An ounce of clear truth is worth a pound of obfuscation.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"An ounce of hypocrisy is worth a pound of ambition.";"Michael Korda";NA;"platitudes.dat (fortunes)";NA
"An ounce of mother is worth a ton of priest.";"Spanish proverb";NA;"platitudes.dat (fortunes)";NA
"\"An ounce of prevention is worth a pound of purge.\"";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"And tomorrow will be like today, only more so.";"Isaiah 56:12, New Standard Version";NA;"platitudes.dat (fortunes)";NA
"Answer a fool according to his folly, lest he be wise in his own conceit.";"Proverbs, 26:5";NA;"platitudes.dat (fortunes)";NA
"Any great truth can -- and eventually will -- be expressed as a cliche --
a cliche is a sure and certain way to dilute an idea.  For instance, my
grandmother used to say, \"The black cat is always the last one off the fence.\"
I have no idea what she meant, but at one time, it was undoubtedly true.";"Solomon Short";NA;"platitudes.dat (fortunes)";NA
"Any philosophy that can be put \"in a nutshell\" belongs there.";"Sydney J. Harris";NA;"platitudes.dat (fortunes)";NA
"Any road followed to its end leads precisely nowhere.
Climb the mountain just a little to test it's a mountain.
From the top of the mountain, you cannot see the mountain.";"Bene Gesserit proverb, \"Dune\"";NA;"platitudes.dat (fortunes)";NA
"Anything is possible on paper.";"Ron McAfee";NA;"platitudes.dat (fortunes)";NA
"Anything is possible, unless it's not.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Anything that is worth doing has been done frequently.  Things hitherto
undone should be given, I suspect, a wide berth.";"Max Beerbohm, \"Mainly on the Air\"";NA;"platitudes.dat (fortunes)";NA
"Anything worth doing is worth overdoing.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"As well look for a needle in a bottle of hay.";"Miguel de Cervantes";NA;"platitudes.dat (fortunes)";NA
"Ask not for whom the Bell tolls, and you will pay only the station-to-station
rate.";"Howard Kandel";NA;"platitudes.dat (fortunes)";NA
"Ask not for whom the telephone bell tolls...
if thou art in the bathtub, it tolls for thee.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Avoid cliches like the plague.  They're a dime a dozen.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Be both a speaker of words and a doer of deeds.";"Homer";NA;"platitudes.dat (fortunes)";NA
"Be sure to evaluate the bird-hand/bush ratio.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Beggars should be no choosers.";"John Heywood";NA;"platitudes.dat (fortunes)";NA
"Better dead than mellow.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Better hope you get what you want before you stop wanting it.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Better late than never.";"Titus Livius (Livy)";NA;"platitudes.dat (fortunes)";NA
"Better living a beggar than buried an emperor.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Better to be nouveau than never to have been riche at all.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Better to light one candle than to curse the darkness.";"motto of the Christopher Society";NA;"platitudes.dat (fortunes)";NA
"Better tried by twelve than carried by six.";"Jeff Cooper";NA;"platitudes.dat (fortunes)";NA
"Beware of friends who are false and deceitful.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Beware of geeks bearing graft.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Call on God, but row away from the rocks.";"Indian proverb";NA;"platitudes.dat (fortunes)";NA
"Charity begins at home.";"Publius Terentius Afer (Terence)";NA;"platitudes.dat (fortunes)";NA
"Cheap things are of no value, valuable things are not cheap.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Cleanliness becomes more important when godliness is unlikely.";"P. J. O'Rourke";NA;"platitudes.dat (fortunes)";NA
"Cleanliness is next to impossible.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Cogito cogito ergo cogito sum --
\"I think that I think, therefore I think that I am.\"";"Ambrose Bierce, \"The Devil's Dictionary\"";NA;"platitudes.dat (fortunes)";NA
"\"Cogito ergo I'm right and you're wrong.\"";"Blair Houghton";NA;"platitudes.dat (fortunes)";NA
"Curiosity killed the cat, but satisfaction brought her back.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Desist from enumerating your fowl prior to their emergence from the shell.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Do not count your chickens before they are hatched.";"Aesop";NA;"platitudes.dat (fortunes)";NA
"Do unto others before they undo you.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Do, or do not; there is no try.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Doing gets it done.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Don't get even -- get odd!";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Don't get mad, get even.";"Joseph P. Kennedy

Don't get even, get jewelry.";NA;"platitudes.dat (fortunes)";NA
"Don't get mad, get interest.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Don't put off for tomorrow what you can do today because if you enjoy it today,
you can do it again tomorrow.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Eschew obfuscation.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Every path has its puddle.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Every silver lining has a cloud around it.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Every solution breeds new problems.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Expedience is the best teacher.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Experience is a good teacher, but she sends in terrific bills.";"Minna Antrim, \"Naked Truth and Veiled Allusions\"";NA;"platitudes.dat (fortunes)";NA
"Familiarity breeds attempt.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Flattery will get you everywhere.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Flee at once, all is discovered.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"For fools rush in where angels fear to tread.";"Alexander Pope";NA;"platitudes.dat (fortunes)";NA
"Forgive and forget.";"Cervantes";NA;"platitudes.dat (fortunes)";NA
"Fortune and love befriend the bold.";"Ovid";NA;"platitudes.dat (fortunes)";NA
"Fortune favors the lucky.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Fortune finishes the great quotations, #12

	Those who can, do.  Those who can't, write the instructions.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Fortune finishes the great quotations, #3

	Birds of a feather flock to a newly washed car.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Fortune finishes the great quotations, #9

	A word to the wise is often enough to start an argument.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Freedom from incrustation of grime is contiguous to rectitude.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Genius is pain.";"John Lennon";NA;"platitudes.dat (fortunes)";NA
"Given sufficient time, what you put off doing today will get done by itself.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"God gave man two ears and one tongue so that we listen twice as much as
we speak.";"Arab proverb";NA;"platitudes.dat (fortunes)";NA
"Happiness adds and multiplies as we divide it with others.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Happiness is the greatest good.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Haste makes waste.";"John Heywood";NA;"platitudes.dat (fortunes)";NA
"Have a nice day!";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Have a nice diurnal anomaly.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Have an adequate day.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He that bringeth a present, findeth the door open.";"Scottish proverb.";NA;"platitudes.dat (fortunes)";NA
"He who fears the unknown may one day flee from his own backside.";"Sinbad";NA;"platitudes.dat (fortunes)";NA
"He who fights and runs away lives to fight another day.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who foresees calamities suffers them twice over.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who has a shady past knows that nice guys finish last.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who has imagination without learning has wings but no feet.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who has the courage to laugh is almost as much a master of the world
as he who is ready to die.";"Giacomo Leopardi";NA;"platitudes.dat (fortunes)";NA
"He who hates vices hates mankind.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who hesitates is last.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who hesitates is sometimes saved.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who laughs has not yet heard the bad news.";"Bertolt Brecht";NA;"platitudes.dat (fortunes)";NA
"He who laughs last -- missed the punch line.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who laughs last didn't get the joke.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who laughs last hasn't been told the terrible truth.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who laughs last is probably your boss.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who laughs last usually had to have joke explained.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who laughs, lasts.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who lives without folly is less wise than he believes.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"He who makes a beast of himself gets rid of the pain of being a man.";"Dr. Johnson";NA;"platitudes.dat (fortunes)";NA
"Honesty is the best policy, but insanity is a better defense.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"Honesty's the best policy.";"Miguel de Cervantes";NA;"platitudes.dat (fortunes)";NA
"Honi soit qui mal y pense.
	[Evil to him who evil thinks.]";"Motto of the Order of the Garter (est. Edward III)";NA;"platitudes.dat (fortunes)";NA
"How sharper than a hound's tooth it is to have a thankless serpent.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
"How you look depends on where you go.";"Unknown (/usr/share/games/fortunes/platitudes)";NA;"platitudes.dat (fortunes)";NA
