"quote";"author";"context";"source";"date"
"Audacity, and again, audacity, and always audacity.";"G. J. Danton";NA;"politics.dat (fortunes)";NA
"Ban the bomb.  Save the world for conventional warfare.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Be it our wealth, our jobs, or even our homes; nothing is safe while the
legislature is in session.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Bedfellows make strange politicians.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Blessed are the young, for they shall inherit the national debt.";"Herbert Hoover";NA;"politics.dat (fortunes)";NA
"C'est magnifique, mais ce n'est pas la guerre!
	[It is magnificent, but it is not war]";"Pierre Bosquet, witnessing the charge of the Light Brigade";NA;"politics.dat (fortunes)";NA
"\"Cable is not a luxury, since many areas have poor TV reception.\"";"The mayor of Tucson, Arizona, 1989";NA;"politics.dat (fortunes)";NA
"Canada Post doesn't really charge 32 cents for a stamp.  It's 2 cents
for postage and 30 cents for storage.";"Gerald Regan, Cabinet Minister, 12/31/83 Financial Post";NA;"politics.dat (fortunes)";NA
"Census Taker to Housewife:
Did you ever have the measles, and, if so, how many?";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Concerning the war in Vietnam, Senator George Aiken of Vermount noted
in January, 1966, \"I'm not very keen for doves or hawks.  I think we need
more owls.\"";"Bill Adler, \"The Washington Wits\"";NA;"politics.dat (fortunes)";NA
"Conquering Russia should be done steppe by steppe.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Corruption is not the #1 priority of the Police Commissioner.  His job
is to enforce the law and fight crime.";"P. B. A. President E. J. Kiernan";NA;"politics.dat (fortunes)";NA
"Crime does not pay ... as well as politics.";"Alfred E. Newman";NA;"politics.dat (fortunes)";NA
"Cutting the space budget really restores my faith in humanity.  It
eliminates dreams, goals, and ideals and lets us get straight to the
business of hate, debauchery, and self-annihilation.\"";"Johnny Hart";NA;"politics.dat (fortunes)";NA
"Demand the establishment of the government in its rightful home at Disneyland.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Democracy becomes a government of bullies, tempered by editors.";"Ralph Waldo Emerson";NA;"politics.dat (fortunes)";NA
"Democracy is a device that insures we shall be governed no better than
we deserve.";"George Bernard Shaw";NA;"politics.dat (fortunes)";NA
"Democracy is a form of government in which it is permitted to wonder
aloud what the country could do under first-class management.";"Senator Soaper";NA;"politics.dat (fortunes)";NA
"Democracy is a form of government that substitutes election by the
incompetent many for appointment by the corrupt few.";"G. B. Shaw";NA;"politics.dat (fortunes)";NA
"Democracy is a government where you can say what you think even if you
don't think.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Democracy is a process by which the people are free to choose the man who
will get the blame.";"Laurence J. Peter";NA;"politics.dat (fortunes)";NA
"Democracy is good.  I say this because other systems are worse.";"Jawaharlal Nehru";NA;"politics.dat (fortunes)";NA
"Democracy is the name we give the people whenever we need them.";"Arman de Caillavet, 1913";NA;"politics.dat (fortunes)";NA
"Democracy is the recurrent suspicion that more than half of the people
are right more than half of the time.";"E. B. White";NA;"politics.dat (fortunes)";NA
"Democracy is the worst form of government except all those other
forms that have been tried from time to time.";"Winston Churchill";NA;"politics.dat (fortunes)";NA
"Democracy means simply the bludgeoning of the people by the people for
the people.";"Oscar Wilde";NA;"politics.dat (fortunes)";NA
"Demographic polls show that you have lost credibility across the board.
Especially with those 14 year-old Valley girls.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Diplomacy is about surviving until the next century.  Politics is about
surviving until Friday afternoon.";"Sir Humphrey Appleby";NA;"politics.dat (fortunes)";NA
"Diplomacy is the art of letting the other party have things your way.";"Daniele Vare";NA;"politics.dat (fortunes)";NA
"Diplomacy is the art of saying \"nice doggie\" until you can find a rock.";"Wynn Catlin";NA;"politics.dat (fortunes)";NA
"Diplomacy is to do and say, the nastiest thing in the nicest way.";"Balfour";NA;"politics.dat (fortunes)";NA
"Disclose classified information only when a NEED TO KNOW exists.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Don't be humble ... you're not that great.";"Golda Meir";NA;"politics.dat (fortunes)";NA
"Don't mind him; politicians always sound like that.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Don't steal... the IRS hates competition!";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Don't suspect your friends -- turn them in!";"\"Brazil\"";NA;"politics.dat (fortunes)";NA
"Don't talk to me about naval tradition.  It's nothing but rum, sodomy and
the lash.";"Winston Churchill";NA;"politics.dat (fortunes)";NA
"Don't vote -- it only encourages them!";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Due to a shortage of devoted followers, the production of great leaders
has been discontinued.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Each person has the right to take part in the management of public affairs
in his country, provided he has prior experience, a will to succeed, a
university degree, influential parents, good looks, a curriculum vitae, two
3x4 snapshots, and a good tax record.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Each person has the right to take the subway.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Even though they raised the rate for first class mail in the United
States we really shouldn't complain -- it's still only two cents a day.

	[and getting better!  Soon it'll be down to a penny a day!]";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Ever wonder if taxation without representation might have been cheaper?";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Every country has the government it deserves.";"Joseph De Maistre";NA;"politics.dat (fortunes)";NA
"Every one says that politicians lie all the time, and that just isn't so!
But you do have to understand body language to know when they're lying and
when they aren't.

	When a politician rubs his nose, he isn't lying.
	When a politician tugs on his ear, he isn't lying.
	When a politician scratches his collar bone, he isn't lying.
	When his mouth starts moving, that's when he's lying!";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Everything is controlled by a small evil group to which, unfortunately,
no one we know belongs.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Extremism in the defense of liberty is no vice... moderation in the pursuit
of justice is no virtue.";"Barry Goldwater";NA;"politics.dat (fortunes)";NA
"Fanaticism consists of redoubling your effort when you have forgotten your aim.";"George Santayana";NA;"politics.dat (fortunes)";NA
"Far back in the mists of ancient time, in the great and glorious days of the
former Galactic Empire, life was wild, rich and largely tax free.

Mighty starships plied their way between exotic suns, seeking adventure and
reward among the furthest reaches of Galactic space.  In those days, spirits
were brave, the stakes were high, men were real men, women were real women
and small furry creatures from Alpha Centauri were real small furry creatures
from Alpha Centauri.  And all dared to brave unknown terrors, to do mighty
deeds, to boldly split infinitives that no man had split before -- and thus
was the Empire forged.";"Douglas Adams, \"The Hitchhiker's Guide to the Galaxy\"";NA;"politics.dat (fortunes)";NA
"Fay: The British police force used to be run by men of integrity.
Truscott: That is a mistake which has been rectified.";"Joe Orton, \"Loot\"";NA;"politics.dat (fortunes)";NA
"Fear and loathing, my man, fear and loathing.";"H. S. Thompson";NA;"politics.dat (fortunes)";NA
"First rule of public speaking.
	First, tell 'em what you're goin' to tell 'em;
	then tell 'em;
	then tell 'em what you've tole 'em.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"For the first time we have a weapon that nobody has used for thirty years.
This gives me great hope for the human race.";"Harlan Ellison";NA;"politics.dat (fortunes)";NA
"Forgive him, for he believes that the customs of his tribe are the laws
of nature!";"G. B. Shaw";NA;"politics.dat (fortunes)";NA
"Fraud is the homage that force pays to reason.";"Charles Curtis, \"A Commonplace Book\"";NA;"politics.dat (fortunes)";NA
"Free Speech Is The Right To Shout 'Theater' In A Crowded Fire.";"A Yippie Proverb";NA;"politics.dat (fortunes)";NA
"Freedom begins when you tell Mrs. Grundy to go fly a kite.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Freedom is nothing else but the chance to do better.";"Camus";NA;"politics.dat (fortunes)";NA
"Freedom is slavery.
Ignorance is strength.
War is peace.";"George Orwell";NA;"politics.dat (fortunes)";NA
"Freedom of the press is for those who happen to own one.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Freedom's just another word for nothing left to lose.";"Kris Kristofferson, \"Me and Bobby McGee\"";NA;"politics.dat (fortunes)";NA
"\"... gentlemen do not read each other's mail.\"";"Secretary of State Henry Stimson, on closing down
		   the Black Chamber, the precursor to the National
		   Security Agency.";NA;"politics.dat (fortunes)";NA
"Gentlemen,
	Whilst marching from Portugal to a position which commands the
approach to Madrid and the French forces, my officers have been
diligently complying with your requests which have been sent by H.M. ship
from London to Lisbon and thence by dispatch to our headquarters.
	We have enumerated our saddles, bridles, tents and tent poles,
and all manner of sundry items for which His Majesty's Government holds
me accountable. I have dispatched reports on the character, wit, and
spleen of every officer. Each item and every farthing has been accounted
for, with two regrettable exceptions for which I beg your indulgence.
	Unfortunately the sum of one shilling and ninepence remains
unaccounted for in one infantry battalion's petty cash and there has been
a hideous confusion as the the number of jars of raspberry jam issued to
one cavalry regiment during a sandstorm in western Spain.  This
reprehensible carelessness may be related to the pressure of circumstance,
since we are war with France, a fact which may come as a bit of a surprise
to you gentlemen in Whitehall.
	This brings me to my present purpose, which is to request
elucidation of my instructions from His Majesty's Government so that I
may better understand why I am dragging an army over these barren plains.
I construe that perforce it must be one of two alternative duties, as
given below.  I shall pursue either one with the best of my ability, but
I cannot do both:
	1. To train an army of uniformed British clerks in Spain for the
benefit of the accountants and copy-boys in London or perchance:
	2. To see to it that the forces of Napoleon are driven out of Spain.";"Duke of Wellington, to the British Foreign Office,
		   London, 1812";NA;"politics.dat (fortunes)";NA
"George Orwell 1984.  Northwestern 0.";"Chicago Reader 10/15/82";NA;"politics.dat (fortunes)";NA
"George Orwell was an optimist.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"George Washington was first in war, first in peace -- and the first to
have his birthday juggled to make a long weekend.";"Ashley Cooper";NA;"politics.dat (fortunes)";NA
"Give all orders verbally.  Never write anything down that might go into a
\"Pearl Harbor File\".";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"\"Give me enough medals, and I'll win any war.\"";"Napoleon";NA;"politics.dat (fortunes)";NA
"Giving money and power to governments is like giving whiskey and
car keys to teenage boys.";"P. J. O'Rourke";NA;"politics.dat (fortunes)";NA
"God shows his contempt for wealth by the kind of person he selects to
receive it.";"Austin O'Malley";NA;"politics.dat (fortunes)";NA
"Good government never depends upon laws, but upon the personal qualities of
those who govern.  The machinery of government is always subordinate to the
will of those who administer that machinery.  The most important element of
government, therefore, is the method of choosing leaders.";"Frank Herbert, \"Children of Dune\"";NA;"politics.dat (fortunes)";NA
"Good leaders being scarce, following yourself is allowed.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Got a complaint about the Internal Revenue Service?
Call the convenient toll-free \"IRS Taxpayer Complaint Hot Line Number\":

	1-800-AUDITME";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Govern a great nation as you would cook a small fish.  Don't overdo it.";"Lao Tsu";NA;"politics.dat (fortunes)";NA
"Government [is] an illusion the governed should not encourage.";"John Updike, \"Couples\"";NA;"politics.dat (fortunes)";NA
"Government lies, and newspapers lie, but in a democracy they are different lies.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Government spending?  I don't know what it's all about.  I don't know
any more about this thing than an economist does, and, God knows, he
doesn't know much.";"Will Rogers";NA;"politics.dat (fortunes)";NA
"	Graduating seniors, parents and friends...
	Let me begin by reassuring you that my remarks today will stand up
to the most stringent requirements of the new appropriateness.
	The intra-college sensitivity advisory committee has vetted the
text of even trace amounts of subconscious racism, sexism and classism.
	Moreover, a faculty panel of deconstructionists have reconfigured
the rhetorical components within a post-structuralist framework, so as to
expunge any offensive elements of western rationalism and linear logic.
	Finally, all references flowing from a white, male, eurocentric
perspective have been eliminated, as have any other ruminations deemed
denigrating to the political consensus of the moment.

	Thank you and good luck.";"Doonesbury, the University Chancellor's graduation speech.";NA;"politics.dat (fortunes)";NA
"Great Moments in History: #3

August 27, 1949:
	A Hall of Fame opened to honor outstanding members of the
	Women's Air Corp.  It was a WAC's Museum.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"	Grover Cleveland, though constantly at loggerheads with the
Senate, got on better with the House of Representatives.  A popular
story circulating during his presidency concerned the night he was
roused by his wife crying, \"Wake up!  I think there are burglars in the
house.\"
	\"No, no, my dear,\" said the president sleepily, \"in the Senate maybe,
but not in the House.\"";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Grub first, then ethics.";"Bertolt Brecht";NA;"politics.dat (fortunes)";NA
"Hark ye, Clinker, you are a most notorious offender.  You stand convicted of
sickness, hunger, wretchedness, and want.";"Tobias Smollet";NA;"politics.dat (fortunes)";NA
"Has the great art and mystery of politics no apparent utility? Does it
appear to be unqualifiedly ratty, raffish, sordid, obscene and low down,
and its salient virtuosi a gang of umitigated scoundrels?  Then let us
not forget its high capacity to soothe and tickel the midriff, its
incomparable services as a maker of entertainment.";"H. L. Mencken, \"A Carnival of Buncombe\"";NA;"politics.dat (fortunes)";NA
"Have you noticed the way people's intelligence capabilities decline
sharply the minute they start waving guns around?";"Dr. Who";NA;"politics.dat (fortunes)";NA
"He didn't run for reelection.  \"Politics brings you into contact with all
the people you'd give anything to avoid,\" he said. \"I'm staying home.\"";"Garrison Keillor, \"Lake Wobegone Days\"";NA;"politics.dat (fortunes)";NA
"He is the best of men who dislikes power.";"Mohammed";NA;"politics.dat (fortunes)";NA
"He that would govern others, first should be the master of himself.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"He thinks the Gettysburg Address is where Lincoln lived.";"Wanda, \"A Fish Called Wanda\"";NA;"politics.dat (fortunes)";NA
"He who attacks the fundamentals of the American broadcasting industry
attacks democracy itself.";"William S. Paley, chairman of CBS";NA;"politics.dat (fortunes)";NA
"He who renders warfare fatal to all engaged in it will be the greatest
benefactor the world has yet known.";"Sir Richard Burton";NA;"politics.dat (fortunes)";NA
"He who slings mud generally loses ground.";"Adlai Stevenson";NA;"politics.dat (fortunes)";NA
"He's just a politician trying to save both his faces...";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"Hear me, my chiefs, I am tired; my heart is sick and sad.  From where the
sun now stands I Will Fight No More Forever.";"Chief Joseph of the Nez Perce";NA;"politics.dat (fortunes)";NA
"Here comes the orator, with his flood of words and his drop of reason.";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"History has much to say on following the proper procedures.  From a history
of the Mexican revolution:
	\"Hidalgo was later defeated at Guadalajara.  The rebel army was
captured on its way through the mountains.  All were courtmartialed and
shot, except Hidalgo, because he was a priest.  He was handed over to
the bishop of Durango who excommunicated him and returned him to the
army where he was then executed.\"";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"History is on our side (as long as we can control the historians).";"Unknown (/usr/share/games/fortunes/politics)";NA;"politics.dat (fortunes)";NA
"History is the version of past events that people have decided to agree on.";"Napoleon Bonaparte, \"Maxims\"";NA;"politics.dat (fortunes)";NA
"History shows that the human mind, fed by constant accessions of knowledge,
periodically grows too large for its theoretical coverings, and bursts them
asunder to appear in new habiliments, as the feeding and growing grub, at
intervals, casts its too narrow skin and assumes another...  Truly the imago
state of Man seems to be terribly distant, but every moult is a step gained.";"Charles Darwin, from \"Origin of the Species\"";NA;"politics.dat (fortunes)";NA
"History teaches us that men and nations behave wisely once they have
exhausted all other alternatives.";"Abba Eban";NA;"politics.dat (fortunes)";NA
"How can you govern a nation which has 246 kinds of cheese?";"Charles de Gaulle";NA;"politics.dat (fortunes)";NA
"How is the world ruled, and how do wars start?  Diplomats tell lies to
journalists, and they believe what they read.";"Karl Kraus, \"Aphorisms and More Aphorisms\"";NA;"politics.dat (fortunes)";NA
"I am a friend of the working man, and I would rather be his friend
than be one.";"Clarence Darrow";NA;"politics.dat (fortunes)";NA
"I am convinced that the truest act of courage is to sacrifice ourselves
for others in a totally nonviolent struggle for justice.  To be a man
is to suffer for others.";"Cesar Chavez";NA;"politics.dat (fortunes)";NA
"I am not a politician and my other habits are also good.";"A. Ward";NA;"politics.dat (fortunes)";NA
"I can hire one half of the working class to kill the other half.";"Jay Gould";NA;"politics.dat (fortunes)";NA
"I don't care how poor and inefficient a little country is; they like to
run their own business.  I know men that would make my wife a better
husband than I am; but, darn it, I'm not going to give her to 'em.";"The Best of Will Rogers";NA;"politics.dat (fortunes)";NA
"\"I don't care who does the electing as long as I get to do the nominating.\"";"Boss Tweed";NA;"politics.dat (fortunes)";NA
"I don't like the Dutchman.  He's a crocodile.  He's sneaky.  I don't trust him.";"Jack \"Legs\" Diamond, just before a peace conference
		   with Dutch Schultz.

I don't trust Legs.  He's nuts.  He gets excited and starts pulling a
trigger like another guy wipes his nose.";NA;"politics.dat (fortunes)";NA
"I don't mind what Congress does, as long as they don't do it in the
streets and frighten the horses.";"Victor Hugo";NA;"politics.dat (fortunes)";NA
"I DON'T THINK I'M ALONE when I say I'd like to see more and more planets
fall under the ruthless domination of our solar system.";"Jack Handey, The New Mexican, 1988.";NA;"politics.dat (fortunes)";NA
"I find this corpse guilty of carrying a concealed weapon and I fine it $40.";"Judge Roy Bean, finding a pistol and $40 on a man he'd
		   just shot.";NA;"politics.dat (fortunes)";NA
"I found Rome a city of bricks and left it a city of marble.";"Augustus Caesar";NA;"politics.dat (fortunes)";NA
