"quote";"author";"context";"source";"date"
"Briefly stated, the findings are that when presented with an array of
data or a sequence of events in which they are instructed to discover
an underlying order, subjects show strong tendencies to perceive order
and causality in random arrays, to perceive a pattern or correlation
which seems a priori intuitively correct even when the actual correlation
in the data is counterintuitive, to jump to conclusions about the correct
hypothesis, to seek and to use only positive or confirmatory evidence, to
construe evidence liberally as confirmatory, to fail to generate or to
assess alternative hypotheses, and having thus managed to expose themselves
only to confirmatory instances, to be fallaciously confident of the validity
of their judgments (Jahoda, 1969; Einhorn and Hogarth, 1978).  In the
analyzing of past events, these tendencies are exacerbated by failure to
appreciate the pitfalls of post hoc analyses.";"A. Benjamin";NA;"education.dat (fortunes)";NA
"British education is probably the best in the world, if you can survive
it.  If you can't there is nothing left for you but the diplomatic corps.";"Peter Ustinov";NA;"education.dat (fortunes)";NA
"... But if we laugh with derision, we will never understand.  Human
intellectual capacity has not altered for thousands of years so far as
we can tell.  If intelligent people invested intense energy in issues
that now seem foolish to us, then the failure lies in our understanding
of their world, not in their distorted perceptions.  Even the standard
example of ancient nonsense -- the debate about angels on pinheads --
makes sense once you realize that theologians were not discussing
whether five or eighteen would fit, but whether a pin could house a
finite or an infinite number.";"S. J. Gould, \"Wide Hats and Narrow Minds\"";NA;"education.dat (fortunes)";NA
"Campus sidewalks never exist as the straightest line between two points.";"M. M. Johnston";NA;"education.dat (fortunes)";NA
"Comparing information and knowledge is like asking whether the fatness
of a pig is more or less green than the designated hitter rule.\"";"David Guaspari";NA;"education.dat (fortunes)";NA
"Dear Freshman,
	You don't know who I am and frankly shouldn't care, but
unknown to you we have something in common.  We are both rather
prone to mistakes.  I was elected Student Government President by
mistake, and you came to school here by mistake.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Dear Miss Manners:
	My home economics teacher says that one must never place one's
elbows on the table.  However, I have read that one elbow, in between
courses, is all right.  Which is correct?

Gentle Reader:
	For the purpose of answering examinations in your home economics
class, your teacher is correct.  Catching on to this principle of
education may be of even greater importance to you now than learning
correct current table manners, vital as Miss Manners believes that is.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Department chairmen never die, they just lose their faculties.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Did you know the University of Iowa closed down after someone stole the book?";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Do not clog intellect's sluices with bits of knowledge of questionable uses.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Do you know the difference between education and experience?  Education
is what you get when you read the fine print; experience is what you get
when you don't.";"Pete Seeger";NA;"education.dat (fortunes)";NA
"Do you think that illiterate people get the full effect of alphabet soup?";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Education and religion are two things not regulated by supply and
demand.  The less of either the people have, the less they want.";"Charlotte Observer, 1897";NA;"education.dat (fortunes)";NA
"Education is an admirable thing, but it is well to remember from time to
time that nothing that is worth knowing can be taught.";"Oscar Wilde, \"The Critic as Artist\"";NA;"education.dat (fortunes)";NA
"Education is learning what you didn't even know you didn't know.";"Daniel J. Boorstin";NA;"education.dat (fortunes)";NA
"Education is the process of casting false pearls before real swine.";"Irwin Edman";NA;"education.dat (fortunes)";NA
"Education is what survives when what has been learnt has been forgotten.";"B. F. Skinner";NA;"education.dat (fortunes)";NA
"Educational television should be absolutely forbidden.  It can only lead
to unreasonable disappointment when your child discovers that the letters
of the alphabet do not leap up out of books and dance around with
royal-blue chickens.";"Fran Lebowitz, \"Social Studies\"";NA;"education.dat (fortunes)";NA
"Eloquence is logic on fire.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Encyclopedia for sale by father.  Son knows everything.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Engineering:    \"How will this work?\"
Science:        \"Why will this work?\"
Management:     \"When will this work?\"
Liberal Arts:   \"Do you want fries with that?\"";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Even if you do learn to speak correct English, whom are you going to speak
it to?";"Clarence Darrow";NA;"education.dat (fortunes)";NA
"Everywhere I go I'm asked if I think the university stifles writers.  My
opinion is that they don't stifle enough of them.  There's many a bestseller
that could have been prevented by a good teacher.";"Flannery O'Connor";NA;"education.dat (fortunes)";NA
"Examinations are formidable even to the best prepared, for
even the greatest fool may ask more the the wisest man can answer.";"C. C. Colton";NA;"education.dat (fortunes)";NA
"Experience is the worst teacher.  It always gives the test first and
the instruction afterward.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"F u cn rd ths u cnt spl wrth a dm!";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"f u cn rd ths, itn tyg h myxbl cd.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"f u cn rd ths, u cn gt a gd jb n cmptr prgrmmng.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"f u cn rd ths, u r prbbly a lsy spllr.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Fortune's Guide to Freshman Notetaking:

WHEN THE PROFESSOR SAYS:			YOU WRITE:

Probably the greatest quality of the poetry	John Milton -- born 1608
of John Milton, who was born in 1608, is the
combination of beauty and power.  Few have
excelled him in the use of the English language,
or for that matter, in lucidity of verse form,
'Paradise Lost' being said to be the greatest
single poem ever written.\"

Current historians have come to			Most of the problems that now
doubt the complete advantageousness		face the United States are
of some of Roosevelt's policies...		directly traceable to the
						bungling and greed of President
						Roosevelt.

... it is possible that we simply do		Professor Mitchell is a
not understand the Russian viewpoint...		communist.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Fourteen years in the professor dodge has taught me that one can argue
ingeniously on behalf of any theory, applied to any piece of literature.
This is rarely harmful, because normally no-one reads such essays.";"Robert Parker, quoted in \"Murder Ink\",  ed. D. Wynn";NA;"education.dat (fortunes)";NA
"Going to church does not make a person religious, nor does going to school
make a person educated, any more than going to a garage makes a person a car.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Good day to avoid cops.  Crawl to school.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Good teaching is one-fourth preparation and three-fourths good theatre.";"Gail Godwin";NA;"education.dat (fortunes)";NA
"Graduate life: It's not just a job.  It's an indenture.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Graduate students and most professors are no smarter than undergrads.
They're just older.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"He that teaches himself has a fool for a master.";"Benjamin Franklin";NA;"education.dat (fortunes)";NA
"\"He was a modest, good-humored boy.  It was Oxford that made him insufferable.\"";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"He who writes with no misspelled words has prevented a first suspicion
on the limits of his scholarship or, in the social world, of his general
education and culture.";"Julia Norton McCorkle";NA;"education.dat (fortunes)";NA
"[He] took me into his library and showed me his books, of which he had
a complete set.";"Ring Lardner";NA;"education.dat (fortunes)";NA
"Higher education helps your earning capacity.  Ask any college professor.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"History books which contain no lies are extremely dull.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"History is nothing but a collection of fables and useless trifles,
cluttered up with a mass of unnecessary figures and proper names.";"Leo Tolstoy";NA;"education.dat (fortunes)";NA
"How do you explain school to a higher intelligence?";"Elliot, \"E.T.\"";NA;"education.dat (fortunes)";NA
"I am a bookaholic.  If you are a decent person, you will not sell me
another book.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"\"I am not sure what this is, but an `F' would only dignify it.\"";"English Professor";NA;"education.dat (fortunes)";NA
"I am returning this otherwise good typing paper to you because someone
has printed gibberish all over it and put your name at the top.";"Professor Lowd, English, Ohio University";NA;"education.dat (fortunes)";NA
"I appreciate the fact that this draft was done in haste, but some of the
sentences that you are sending out in the world to do your work for you are
loitering in taverns or asleep beside the highway.";"Dr. Dwight Van de Vate, Professor of Philosophy,
		   University of Tennessee at Knoxville";NA;"education.dat (fortunes)";NA
"I came out of twelve years of college and I didn't even know how to sew.
All I could do was account -- I couldn't even account for myself.";"Firesign Theatre";NA;"education.dat (fortunes)";NA
"I came to MIT to get an education for myself and a diploma for my mother.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"I have made this letter longer than usual because I lack the time to
make it shorter.";"Blaise Pascal";NA;"education.dat (fortunes)";NA
"\"I have to convince you, or at least snow you ...\"";"Prof. Romas Aleliunas, CS 435";NA;"education.dat (fortunes)";NA
"I heard a definition of an intellectual, that I thought was very interesting:
a man who takes more words than are necessary to tell more than he knows.";"Dwight D. Eisenhower";NA;"education.dat (fortunes)";NA
"I respect faith, but doubt is what gives you an education.";"Wilson Mizner";NA;"education.dat (fortunes)";NA
"I think your opinions are reasonable, except for the one about my mental
instability.";"Psychology Professor, Farifield University";NA;"education.dat (fortunes)";NA
"\"I'm returning this note to you, instead of your paper, because it (your paper)
presently occupies the bottom of my bird cage.\"";"English Professor, Providence College";NA;"education.dat (fortunes)";NA
"If any man wishes to be humbled and mortified, let him become president
of Harvard.";"Edward Holyoke";NA;"education.dat (fortunes)";NA
"If he had only learnt a little less, how infinitely better he might have
taught much more!";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"If ignorance is bliss, why aren't there more happy people?";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"If little else, the brain is an educational toy.";"Tom Robbins";NA;"education.dat (fortunes)";NA
"If someone had told me I would be Pope one day, I would have studied harder.";"Pope John Paul I";NA;"education.dat (fortunes)";NA
"If the colleges were better, if they really had it, you would need to get
the police at the gates to keep order in the inrushing multitude.  See in
college how we thwart the natural love of learning by leaving the natural
method of teaching what each wishes to learn, and insisting that you shall
learn what you have no taste or capacity for.  The college, which should
be a place of delightful labor, is made odious and unhealthy, and the
young men are tempted to frivolous amusements to rally their jaded spirits.
I would have the studies elective.  Scholarship is to be created not
by compulsion, but by awakening a pure interest in knowledge.  The wise
instructor accomplishes this by opening to his pupils precisely the
attractions the study has for himself.  The marking is a system for schools,
not for the college; for boys, not for men; and it is an ungracious work to
put on a professor.";"Ralph Waldo Emerson";NA;"education.dat (fortunes)";NA
"If truth is beauty, how come no one has their hair done in the library?";"Lily Tomlin";NA;"education.dat (fortunes)";NA
"If we spoke a different language, we would perceive a somewhat different world.";"Wittgenstein";NA;"education.dat (fortunes)";NA
"If while you are in school, there is a shortage of qualified personnel
in a particular field, then by the time you graduate with the necessary
qualifications, that field's employment market is glutted.";"Marguerite Emmons";NA;"education.dat (fortunes)";NA
"If you are too busy to read, then you are too busy.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"If you can't read this, blame a teacher.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"If you resist reading what you disagree with, how will you ever acquire
deeper insights into what you believe?  The things most worth reading
are precisely those that challenge our convictions.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"If you think education is expensive, try ignorance.";"Derek Bok, president of Harvard";NA;"education.dat (fortunes)";NA
"If you took all the students that felt asleep in class and laid them end to
end, they'd be a lot more comfortable.";"\"Graffiti in the Big Ten\"";NA;"education.dat (fortunes)";NA
"\"If you understand what you're doing, you're not learning anything.\"";"A. L.";NA;"education.dat (fortunes)";NA
"Ignorance is never out of style.  It was in fashion yesterday, it is the
rage today, and it will set the pace tomorrow.";"Franklin K. Dane";NA;"education.dat (fortunes)";NA
"Ignorance is when you don't know anything and somebody finds it out.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Ignorance must certainly be bliss or there wouldn't be so many people
so resolutely pursuing it.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Illiterate?  Write today, for free help!";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"	In a forest a fox bumps into a little rabbit, and says, \"Hi,
Junior, what are you up to?\"
	\"I'm writing a dissertation on how rabbits eat foxes,\" said the
rabbit.
	\"Come now, friend rabbit, you know that's impossible!  No one
will publish such rubbish!\"
	\"Well, follow me and I'll show you.\"
	They both go into the rabbit's dwelling and after a while the
rabbit emerges with a satisfied expression on his face.  Comes along a
wolf.  \"Hello, little buddy, what are we doing these days?\"
	\"I'm writing the 2'nd chapter of my thesis, on how rabbits devour
wolves.\"
	\"Are you crazy?  Where's your academic honesty?\"
	\"Come with me and I'll show you.\"
	As before, the rabbit comes out with a satisfied look on his face
and a diploma in his paw.  Finally, the camera pans into the rabbit's cave
and, as everybody should have guessed by now, we see a mean-looking, huge
lion, sitting, picking his teeth and belching, next to some furry, bloody
remnants of the wolf and the fox.

	The moral: It's not the contents of your thesis that are
important -- it's your PhD advisor that really counts.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"In California, Bill Honig, the Superintendent of Public Instruction, said he
thought the general public should have a voice in defining what an excellent
teacher should know.  \"I would not leave the definition of math,\" Dr. Honig
said, \"up to the mathematicians.\"";"The New York Times, October 22, 1985";NA;"education.dat (fortunes)";NA
"Instead of giving money to found colleges to promote learning, why don't
they pass a constitutional amendment prohibiting anybody from learning
anything?  If it works as good as the Prohibition one did, why, in five
years we would have the smartest race of people on earth.";"The Best of Will Rogers";NA;"education.dat (fortunes)";NA
"Iowa State -- the high school after high school!";"Crow T. Robot";NA;"education.dat (fortunes)";NA
"It has been said [by Anatole France], \"it is not by amusing oneself
that one learns,\" and, in reply: \"it is *____only* by amusing oneself that
one can learn.\"";"Edward Kasner and James R. Newman";NA;"education.dat (fortunes)";NA
"It has long been an article of our folklore that too much knowledge or skill,
or especially consummate expertise, is a bad thing.  It dehumanizes those who
achieve it, and makes difficult their commerce with just plain folks, in whom
good old common sense has not been obliterated by mere book learning or fancy
notions.  This popular delusion flourishes now more than ever, for we are all
infected with it in the schools, where educationists have elevated it from
folklore to Article of Belief.  It enhances their self-esteem and lightens
their labors by providing theoretical justification for deciding that
appreciation, or even simple awareness, is more to be prized than knowledge,
and relating (to self and others), more than skill, in which minimum
competence will be quite enough.";"The Underground Grammarian";NA;"education.dat (fortunes)";NA
"	It is a profoundly erroneous truism, repeated by all copy-books and
by eminent people when they are making speeches, that we should cultivate
the habit of thinking about what we are doing.  The precise opposite is the
case.  Civilization advances by extending the numbers of important operations
which we can perform without thinking about them.  Operations of thought are
like cavalry charges in battle -- they are strictly limited in number, they
require fresh horses, and must only be made at decisive moments.";"Alfred North Whitehead";NA;"education.dat (fortunes)";NA
"			It's grad exam time...
COMPUTER SCIENCE
	Inside your desk you'll find a listing of the DEC/VMS operating
system in IBM 1710 machine code. Show what changes are necessary to convert
this code into a UNIX Berkeley 7 operating system.  Prove that these fixes are
bug free and run correctly. You should gain at least 150% efficiency in the
new system.  (You should take no more than 10 minutes on this question.)

MATHEMATICS
	If X equals PI times R^2, construct a formula showing how long
it would take a fire ant to drill a hole through a dill pickle, if the
length-girth ratio of the ant to the pickle were 98.17:1.

GENERAL KNOWLEDGE
Describe the Universe.  Give three examples.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"			It's grad exam time...
MEDICINE
	You have been provided with a razor blade, a piece of gauze, and a
bottle of Scotch.  Remove your appendix.  Do not suture until your work has
been inspected.  (You have 15 minutes.)

HISTORY
	Describe the history of the papacy from its origins to the present
day, concentrating especially, but not exclusively, on its social, political,
economic, religious and philisophical impact upon Europe, Asia, America, and
Africa.  Be brief, concise, and specific.

BIOLOGY
	Create life.  Estimate the differences in subsequent human culture
if this form of life had been created 500 million years ago or earlier, with
special attention to its probable effect on the English parliamentary system.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"It's is not, it isn't ain't, and it's it's, not its, if you mean it
is.  If you don't, it's its.  Then too, it's hers.  It isn't her's.  It
isn't our's either.  It's ours, and likewise yours and theirs.";"Oxford University Press, Edpress News";NA;"education.dat (fortunes)";NA
"Joe Cool always spends the first two weeks at college sailing his frisbee.";"Snoopy";NA;"education.dat (fortunes)";NA
"Learned men are the cisterns of knowledge, not the fountainheads.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Learning at some schools is like drinking from a firehose.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Learning without thought is labor lost;
thought without learning is perilous.";"Confucius";NA;"education.dat (fortunes)";NA
"Maybe ain't ain't so correct, but I notice that lots of folks who ain't
using ain't ain't eatin' well.";"Will Rogers";NA;"education.dat (fortunes)";NA
"Most seminars have a happy ending.  Everyone's glad when they're over.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"My father, a good man, told me, \"Never lose your ignorance; you cannot
replace it.\"";"Erich Maria Remarque";NA;"education.dat (fortunes)";NA
"Never have so many understood so little about so much.";"James Burke";NA;"education.dat (fortunes)";NA
"Never let your schooling interfere with your education.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"No discipline is ever requisite to force attendance upon lectures which are
really worth the attending.";"Adam Smith, \"The Wealth of Nations\"";NA;"education.dat (fortunes)";NA
"No matter who you are, some scholar can show you the great idea you had
was had by someone before you.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"No wonder you're tired!  You understood so much today.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"Normally our rules are rigid; we tend to discretion, if for no other reason
than self-protection.  We never recommend any of our graduates, although we
cheerfully provide information as to those who have failed their courses.";"Jack Vance, \"Freitzke's Turn\"";NA;"education.dat (fortunes)";NA
"Not only is this incomprehensible, but the ink is ugly and the paper
is from the wrong kind of tree.";"Professor, EECS, George Washington University

I'm looking forward to working with you on this next year.";NA;"education.dat (fortunes)";NA
"		`O' LEVEL COUNTER CULTURE
Timewarp allowed: 3 hours.  Do not scrawl situationalist graffiti in the
margins or stub your rollups in the inkwells.  Orange may be worn.  Credit
will be given to candidates who self-actualise.

	(1) Compare and contrast Pink Floyd with Black Sabbath and say why
	    neither has street credibility.
	(2) \"Even Buddha would have been hard pushed to reach Nirvana squatting
	    on a juggernaut route.\"  Consider the dialectic of inner truth
	    and inner city.
	(3) Discuss degree of hassle involved in paranoia about being sucked
	    into a black hole.
	(4) \"The Egomaniac's Liberation Front were a bunch of revisionist
	    ripoff merchants.\"  Comment on this insult.
	(5) Account for the lack of references to brown rice in Dylan's lyrics.
	(6) \"Castenada was a bit of a bozo.\"  How far is this a fair summing
	    up of western dualism?
	(7) Hermann Hesse was a Pisces.  Discuss.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"\"OK, now let's look at four dimensions on the blackboard.\"";"Dr. Joy";NA;"education.dat (fortunes)";NA
"OK, so you're a Ph.D.  Just don't touch anything.";"Unknown (/usr/share/games/fortunes/education)";NA;"education.dat (fortunes)";NA
"One cannot make an omelette without breaking eggs -- but it is amazing
how many eggs one can break without making a decent omelette.";"Professor Charles P. Issawi";NA;"education.dat (fortunes)";NA
"Periphrasis is the putting of things in a round-about way.  \"The cost may be
upwards of a figure rather below 10m#.\" is a periphrasis for The cost may be
nearly 10m#.  \"In Paris there reigns a complete absence of really reliable
news\" is a periphrasis for There is no reliable news in Paris.  \"Rarely does
the 'Little Summer' linger until November, but at times its stay has been
prolonged until quite late in the year's penultimate month\" contains a
periphrasis for November, and another for lingers.  \"The answer is in the
negative\" is a periphrasis for No.  \"Was made the recipient of\" is a
periphrasis for Was presented with.  The periphrasis style is hardly possible
on any considerable scale without much use of abstract nouns such as \"basis,
case, character, connexion, dearth, description, duration, framework, lack,
nature, reference, regard, respect\".  The existence of abstract nouns is a
proof that abstract thought has occurred; abstract thought is a mark of
civilized man; and so it has come about that periphrasis and civilization are
by many held to be inseparable.  These good people feel that there is an almost
indecent nakedness, a reversion to barbarism, in saying No news is good news
instead of \"The absence of intelligence is an indication of satisfactory
developments.\"";"Fowler's English Usage";NA;"education.dat (fortunes)";NA
"\"Plaese porrf raed.\"";"Prof. Michael O'Longhlin, S.U.N.Y. Purchase";NA;"education.dat (fortunes)";NA
"Practice is the best of all instructors.";"Publilius";NA;"education.dat (fortunes)";NA
"Princeton's taste is sweet like a strawberry tart.  Harvard's is a subtle
taste, like whiskey, coffee, or tobacco.  It may even be a bad habit, for
all I know.";"Prof. J. H. Finley '25";NA;"education.dat (fortunes)";NA
